channel,source,detector,cond,beta,tstat,p,q
1,1,1,-Control:Group_G4_6+MA:Group_G4_6,-29.5100946409832,-4.02750028656358,6.77664360722187e-05,0.004337051908622
2,1,2,-Control:Group_G4_6+MA:Group_G4_6,-11.9947591500342,-2.05606724161689,0.0404410776915438,0.321506470673111
15,5,5,-Control:Group_G4_6+MA:Group_G4_6,-13.0027612045667,-2.81643532927306,0.00510271122656228,0.108857839499995
